id,scene,seed_group,pass,act,cue_at,vo_cue,prompt,negative_prompt,aspect_ratio,save_as
S058-line,S058,S058,line,ACT 2 — EARLY MECCAN,16:52,the first person to die for this,"A single small stone set upright in bare ground, and a long shadow. Wide empty frame. Restraint is the whole instruction here — no violence depicted., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S058-line.png
S058-wash,S058,S058,wash,ACT 2 — EARLY MECCAN,16:52,the first person to die for this,"A single small stone set upright in bare ground, and a long shadow. Wide empty frame. Restraint is the whole instruction here — no violence depicted. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S058-wash.png
S059-line,S059,S059,line,ACT 2 — EARLY MECCAN,17:12,the mountains will be like carded wool,"A mountain ridge whose upper half dissolves into loose floating fibres of wool-white wash, drifting off the peak., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S059-line.png
S059-wash,S059,S059,wash,ACT 2 — EARLY MECCAN,17:12,the mountains will be like carded wool,"A mountain ridge whose upper half dissolves into loose floating fibres of wool-white wash, drifting off the peak. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S059-wash.png
S062-line,S062,S062,line,ACT 3 — MIDDLE MECCAN,17:58,"sustained narrative. Stories, with scenes.","A long unrolled scroll running from the bottom-left corner to the top-right, blank, its length the subject. Warm raking light along its curl., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S062-line.png
S062-wash,S062,S062,wash,ACT 3 — MIDDLE MECCAN,17:58,"sustained narrative. Stories, with scenes.","A long unrolled scroll running from the bottom-left corner to the top-right, blank, its length the subject. Warm raking light along its curl. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S062-wash.png
S064-line,S064,S064,line,ACT 3 — MIDDLE MECCAN,18:26,Musa in front of Pharaoh,"A vast hypostyle hall of painted columns receding into darkness, floor empty. Scale as intimidation. No figures at all., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S064-line.png
S064-wash,S064,S064,wash,ACT 3 — MIDDLE MECCAN,18:26,Musa in front of Pharaoh,"A vast hypostyle hall of painted columns receding into darkness, floor empty. Scale as intimidation. No figures at all. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S064-wash.png
S065-line,S065,S065,line,ACT 3 — MIDDLE MECCAN,18:44,Ibrahim asking his father why he is worshipping something he carved,"A workshop floor: wood shavings, a mallet, a chisel, and an unfinished carved block whose form is deliberately unresolved — no face, no idol readable as a deity. Just worked wood., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S065-line.png
S065-wash,S065,S065,wash,ACT 3 — MIDDLE MECCAN,18:44,Ibrahim asking his father why he is worshipping something he carved,"A workshop floor: wood shavings, a mallet, a chisel, and an unfinished carved block whose form is deliberately unresolved — no face, no idol readable as a deity. Just worked wood. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S065-wash.png
S066-line,S066,S066,line,ACT 3 — MIDDLE MECCAN,19:02,Nuh building in the middle of nowhere,"A partial wooden hull frame standing in dry cracked earth, far from any water, ribs open to the sky. Small in a very wide frame., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S066-line.png
S066-wash,S066,S066,wash,ACT 3 — MIDDLE MECCAN,19:02,Nuh building in the middle of nowhere,"A partial wooden hull frame standing in dry cracked earth, far from any water, ribs open to the sky. Small in a very wide frame. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S066-wash.png
S067-line,S067,S067,line,ACT 3 — MIDDLE MECCAN,19:20,the best of narrations,"A well seen from directly above — a perfect dark circle in pale stone, a rope going down into it. (Yusuf, without depicting him.), line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S067-line.png
S067-wash,S067,S067,wash,ACT 3 — MIDDLE MECCAN,19:20,the best of narrations,"A well seen from directly above — a perfect dark circle in pale stone, a rope going down into it. (Yusuf, without depicting him.) STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S067-wash.png
S069-line,S069,S069,line,ACT 3 — MIDDLE MECCAN,20:02,cross the Red Sea to seek refuge,"A small wooden boat on open water seen from a great height, wake behind it, land as a thin band at the top edge. The boat is tiny., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S069-line.png
S069-wash,S069,S069,wash,ACT 3 — MIDDLE MECCAN,20:02,cross the Red Sea to seek refuge,"A small wooden boat on open water seen from a great height, wake behind it, land as a thin band at the top edge. The boat is tiny. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S069-wash.png
S070-line,S070,S070,line,ACT 3 — MIDDLE MECCAN,20:22,the case is argued in front of the throne,"An empty carved wooden chair on a raised stone dais in a tall bare hall, seen slightly off-axis. Ethiopian highland light — cooler, greener than Mecca., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S070-line.png
S070-wash,S070,S070,wash,ACT 3 — MIDDLE MECCAN,20:22,the case is argued in front of the throne,"An empty carved wooden chair on a raised stone dais in a tall bare hall, seen slightly off-axis. Ethiopian highland light — cooler, greener than Mecca. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S070-wash.png
S071-line,S071,S071,line,ACT 3 — MIDDLE MECCAN,20:44,"four hundred miles away, in the one week it is needed","A hand-inked chart of the Red Sea with two points marked, a thin gold line between them. Chart, not map — visible ruling and compass rose., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S071-line.png
S071-wash,S071,S071,wash,ACT 3 — MIDDLE MECCAN,20:44,"four hundred miles away, in the one week it is needed","A hand-inked chart of the Red Sea with two points marked, a thin gold line between them. Chart, not map — visible ruling and compass rose. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S071-wash.png
S072-line,S072,S072,line,ACT 3 — MIDDLE MECCAN,21:06,on his way to kill the Prophet,"A sword in its scabbard leaning against a mud-brick wall beside a closed door. Nobody holding it. Hard midday shadow., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S072-line.png
S072-wash,S072,S072,wash,ACT 3 — MIDDLE MECCAN,21:06,on his way to kill the Prophet,"A sword in its scabbard leaning against a mud-brick wall beside a closed door. Nobody holding it. Hard midday shadow. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S072-wash.png
S073-line,S073,S073,line,ACT 3 — MIDDLE MECCAN,21:22,finds her reciting,"A doorway ajar with warm light spilling through the gap onto a dark floor, and a single parchment leaf on the ground just inside. No figures., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S073-line.png
S073-wash,S073,S073,wash,ACT 3 — MIDDLE MECCAN,21:22,finds her reciting,"A doorway ajar with warm light spilling through the gap onto a dark floor, and a single parchment leaf on the ground just inside. No figures. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S073-wash.png
S074-line,S074,S074,line,ACT 3 — MIDDLE MECCAN,21:44,a slow squeeze,"A narrow rocky defile between two cliff walls, the passage at the bottom almost closed. Deep shadow, one strip of sky., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S074-line.png
S074-wash,S074,S074,wash,ACT 3 — MIDDLE MECCAN,21:44,a slow squeeze,"A narrow rocky defile between two cliff walls, the passage at the bottom almost closed. Deep shadow, one strip of sky. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S074-wash.png
S075-line,S075,S075,line,ACT 3 — MIDDLE MECCAN,22:02,The reports describe people eating leaves,"A shallow clay bowl on bare ground containing a few dry leaves. Overhead light. Nothing else in frame. Hold., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S075-line.png
S075-wash,S075,S075,wash,ACT 3 — MIDDLE MECCAN,22:02,The reports describe people eating leaves,"A shallow clay bowl on bare ground containing a few dry leaves. Overhead light. Nothing else in frame. Hold. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S075-wash.png
S076-line,S076,S076,line,ACT 4 — LATE MECCAN,22:16,Khadija dies,"An interior: two cushions on a floor beside a low table, one indented from long use, one smooth. A cold lamp. Nobody., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S076-line.png
S076-wash,S076,S076,wash,ACT 4 — LATE MECCAN,22:16,Khadija dies,"An interior: two cushions on a floor beside a low table, one indented from long use, one smooth. A cold lamp. Nobody. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S076-wash.png
S077-line,S077,S077,line,ACT 4 — LATE MECCAN,22:40,"Abu Talib's protection stood in the way, and now it does not","A high mud-brick wall with a gap newly broken in it, rubble at the base, the landscape beyond visible through the breach., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S077-line.png
S077-wash,S077,S077,wash,ACT 4 — LATE MECCAN,22:40,"Abu Talib's protection stood in the way, and now it does not","A high mud-brick wall with a gap newly broken in it, rubble at the base, the landscape beyond visible through the breach. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S077-wash.png
S079-line,S079,S079,line,ACT 4 — LATE MECCAN,23:12,driven out of it by a crowd throwing stones,"A dirt road leading away from a walled town, scattered stones on it, and a single set of footprints going out. Dusk. No figure., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S079-line.png
S079-wash,S079,S079,wash,ACT 4 — LATE MECCAN,23:12,driven out of it by a crowd throwing stones,"A dirt road leading away from a walled town, scattered stones on it, and a single set of footprints going out. Dusk. No figure. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S079-wash.png
S080-line,S080,S080,line,ACT 4 — LATE MECCAN,23:34,a journey by night,"A night sky of deep indigo over a dark landscape, one pale road of light running from the lower edge toward the horizon. Abstract, not literal. Depict no ascent, no figure, no Buraq., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S080-line.png
S080-wash,S080,S080,wash,ACT 4 — LATE MECCAN,23:34,a journey by night,"A night sky of deep indigo over a dark landscape, one pale road of light running from the lower edge toward the horizon. Abstract, not literal. Depict no ascent, no figure, no Buraq. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S080-wash.png
S082-line,S082,S082,line,ACT 4 — LATE MECCAN,24:18,the five daily prayers,"Five prayer mats laid in a row on a stone floor, evenly spaced, empty, warm light crossing them at an angle., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S082-line.png
S082-wash,S082,S082,wash,ACT 4 — LATE MECCAN,24:18,the five daily prayers,"Five prayer mats laid in a row on a stone floor, evenly spaced, empty, warm light crossing them at an angle. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S082-wash.png
S085-line,S085,S085,line,ACT 4 — LATE MECCAN,25:20,"a dated, checkable, falsifiable prediction","A pair of brass scales, and beside them a stack of coins wagered on a flat stone. Chart-like ruling in the background., line art only, no colour, no wash STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S085-line.png
S085-wash,S085,S085,wash,ACT 4 — LATE MECCAN,25:20,"a dated, checkable, falsifiable prediction","A pair of brass scales, and beside them a stack of coins wagered on a flat stone. Chart-like ruling in the background. STYLE: ink and watercolour on aged parchment. Loose confident pen line, wet bleeding washes with visible grain and hard edges where the water dried. Palette: raw sienna, burnt umber, ochre, warm grey, with sparing indigo and a single warm gold accent. Muted, aged, hand-made. Generous empty parchment. Cinematic 16:9, 1920x1080.","no text, no letters, no writing, no numerals, no calligraphy, no signature, no watermark, no human face, no facial features, no portrait, no photoreal skin, no 3D render, no digital gloss, no lens flare, no modern objects, no crosses, no church architecture, no menorah, no Star of David.",16:9,S085-wash.png
